hyper,ave_epoch,epoch,ave_indicator,indicator,ave_score,socre
"(1, 18, 'tanh')",576.6,"[673, 655, 441, 762, 352]",0.9675707246231852,"[0.9757881445333908, 0.9835460422133065, 0.9526628993368084, 0.9883556216387446, 0.9375009153936753]",1019.07635,"[822.78546, 608.1182, 1634.1696, 620.5314, 1409.7773]"
"(1, 19, 'elu')",616.0,"[517, 495, 431, 777, 860]",0.9566954505112338,"[0.9748074957748728, 0.9805632075435384, 0.9323692490185561, 0.986513814412382, 0.9092234858068196]",1164.0715,"[839.28265, 660.9447, 1953.2975, 667.8058, 1699.0275]"
"(1, 19, 'sigmoid')",894.4,"[1390, 652, 335, 1365, 730]",0.9712400558864502,"[0.9865599550119202, 0.9832446460135387, 0.9489549011350548, 0.9917578235889627, 0.9456829536827751]",951.9951,"[613.0176, 613.6626, 1696.9667, 522.0674, 1314.2615]"
"(1, 19, 'softplus')",589.4,"[855, 521, 257, 573, 741]",0.9625598834024478,"[0.9696594147893509, 0.9805126820475416, 0.9428659349839121, 0.9847147024390382, 0.9350466827523966]",1105.266,"[921.05286, 661.8032, 1795.3281, 710.9557, 1437.1906]"
"(1, 19, 'tanh')",535.6,"[590, 652, 444, 752, 240]",0.966395671549962,"[0.9800423701433761, 0.9824160782110065, 0.95347518192723, 0.9892577755983849, 0.9267869518698125]",1023.5194,"[747.0111, 628.65265, 1620.0881, 596.00885, 1525.8363]"
"(1, 20, 'elu')",638.4,"[545, 527, 567, 603, 950]",0.9632272647789613,"[0.9757048626337959, 0.9814444219554181, 0.9539155811080862, 0.9840527075330304, 0.9210187506644752]",1078.6764,"[824.1993, 645.7882, 1612.4021, 726.18805, 1584.8044]"
"(1, 20, 'sigmoid')",624.2,"[1132, 596, 64, 1280, 49]",0.9105926451304285,"[0.9829422992884136, 0.9841046362159447, 0.8683505456000019, 0.989829854728417, 0.7277358898193647]",1507.1868,"[690.6099, 597.70667, 2725.2466, 579.92145, 2942.4485]"
"(1, 20, 'softplus')",571.0,"[704, 769, 341, 304, 737]",0.9598485381950607,"[0.9656762174109884, 0.9821248848688023, 0.9445262447801681, 0.9799956858707537, 0.926919658044591]",1144.0637,"[979.6482, 633.83655, 1769.0498, 813.3312, 1524.4528]"
"(1, 20, 'tanh')",1675.6,"[636, 570, 6029, 843, 300]",0.971563957439139,"[0.9802715020839247, 0.9818191556906766, 0.9514618611638913, 0.9905073503472248, 0.953759917909978]",961.9206,"[742.7105, 639.234, 1654.7708, 560.2725, 1212.6151]"
"(1, 21, 'elu')",665.8,"[569, 805, 587, 408, 960]",0.9574141821383784,"[0.9692315800007334, 0.9809051139988874, 0.9412537470320559, 0.9793448321053134, 0.9163356375549018]",1172.1362,"[927.52405, 655.1057, 1820.482, 826.4564, 1631.1127]"
