hyper,ave_epoch,epoch,ave_indicator,indicator,ave_score,socre
"(1, 6, 'softplus')",1104.0,"[1448, 2813, 645, 311, 303]",0.9899756701059242,"[0.9952379786455753, 0.9929078837258029, 0.9930879998760486, 0.9837881413420966, 0.984856346940098]",351.96487,"[245.04706, 296.33612, 307.40262, 467.17026, 443.86832]"
"(1, 6, 'tanh')",4512.0,"[10000, 1494, 960, 9413, 693]",0.9984350945123598,"[0.9978564404833639, 0.9986888105064976, 0.9986785013148982, 0.9989555465069181, 0.9979961737501213]",141.25533,"[164.40749, 127.417595, 134.41231, 118.57778, 161.46146]"
"(1, 7, 'elu')",670.0,"[314, 460, 1518, 569, 489]",0.9932224081251825,"[0.9934844723285873, 0.9908341146311475, 0.9952132404424457, 0.9925962551046261, 0.9939839581191056]",294.9619,"[286.6346, 336.88672, 255.81529, 315.7072, 279.76556]"
"(1, 7, 'sigmoid')",5344.8,"[10000, 4366, 1598, 760, 10000]",0.9988145013838702,"[0.9993222270874162, 0.9991008629848696, 0.998490971160048, 0.9978528321967305, 0.9993056134902865]",121.331726,"[92.44766, 105.513885, 143.63307, 170.01678, 95.047226]"
"(1, 7, 'softplus')",4223.6,"[10000, 10000, 34, 893, 191]",0.9565685216828589,"[0.9994187108262256, 0.998996389535063, 0.8074161281206919, 0.992494029335015, 0.9845173505972993]",517.2789,"[85.61502, 111.47546, 1622.6156, 317.87927, 448.8089]"
"(1, 7, 'tanh')",768.8,"[384, 1152, 781, 1281, 246]",0.9984548019077447,"[0.9974557822703037, 0.998970617930592, 0.9990143346215633, 0.9992525188908122, 0.9975807558254522]",137.16386,"[179.1146, 112.89767, 116.08349, 100.313385, 177.41022]"
"(1, 8, 'elu')",1115.0,"[2946, 839, 440, 384, 966]",0.9945482808020862,"[0.9984056557948406, 0.9928675412098183, 0.9939931999392135, 0.9927374576615304, 0.9947375494050283]",259.97495,"[141.78976, 297.17776, 286.56772, 312.68216, 261.6573]"
"(1, 8, 'sigmoid')",1892.0,"[66, 5220, 2413, 751, 1010]",0.9643892788373719,"[0.8267932726141608, 0.9993766329579122, 0.9991864342005636, 0.9978980936005688, 0.998691960813654]",393.97113,"[1477.8699, 87.85542, 105.463455, 168.21529, 130.45154]"
"(1, 8, 'softplus')",3029.8,"[3201, 1531, 32, 10000, 385]",0.9606692414949792,"[0.9990553818028466, 0.9984649601591896, 0.8170049783283799, 0.9993661667649489, 0.9894547204195311]",458.29605,"[109.1395, 137.86578, 1581.7043, 92.37326, 370.3973]"
"(1, 8, 'tanh')",1487.6,"[28, 1037, 2483, 1617, 2273]",0.9619472820229145,"[0.8124872146901665, 0.9993767054319623, 0.9993465417336065, 0.9992436852599761, 0.9992822629988608]",383.51932,"[1537.6917, 87.85031, 94.51801, 100.90439, 96.63212]"
"(1, 9, 'elu')",1122.0,"[1726, 287, 1389, 360, 1848]",0.9961491806107867,"[0.9989678050310612, 0.9920688684862159, 0.9985544299270187, 0.9926440598583811, 0.9985107397512567]",204.38472,"[114.08661, 313.37494, 140.58055, 314.68634, 139.19516]"
"(1, 9, 'sigmoid')",1343.0,"[61, 1715, 1961, 1465, 1513]",0.9668705026012286,"[0.837051931803064, 0.9992440508838737, 0.9994904480691856, 0.999258304921924, 0.9993077773280964]",361.69443,"[1433.4364, 96.74821, 83.464134, 99.924385, 94.899025]"
"(1, 9, 'softplus')",3365.8,"[2542, 3747, 10000, 457, 83]",0.992193491316727,"[0.9992816644204724, 0.9993326777679998, 0.9993809477609814, 0.9912799154606956, 0.971692251173486]",245.51184,"[95.17382, 90.90012, 91.99608, 342.62506, 606.86414]"
"(1, 9, 'tanh')",2474.6,"[8664, 204, 1057, 1234, 1214]",0.9986784284357526,"[0.9995468052016572, 0.9962593720539679, 0.9991946325928484, 0.9992202742252169, 0.9991710581050725]",120.40847,"[75.59556, 215.21321, 104.93073, 102.45419, 103.84865]"
